name,city,state,adm_rate,pd1,pd3,pd4,pd5,pd9,pd10,pd11,pd12,pd13,pd14,pd15,pd16,pd19,pd22,pd23,pd24,pd25,pd26,pd27,pd29,pd30,pd31,pd38,pd39,pd40,pd41,pd42,pd43,pd44,pd45,pd46,pd47,pd48,pd49,pd50,pd51,pd52,pd54,pop,debt,earnings
Davis College,Johnson City,NY,0.4779,0,0,0,0,0,0,0,0,0.0556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,21000,28500
Dean College,Franklin,MA,0.6866,0,0,0,0,0.0323,0,0,0,0.0548,0,0,0,0,0,0.0032,0.2806,0,0,0,0,0,0.0613,0,0,0,0,0.0323,0.0387,0,0.0097,0,0,0,0,0.2194,0.0194,0.2484,0,1256,17184.5,31000
Defiance College,Defiance,OH,0.6469,0,0,0,0,0.0055,0,0.0497,0,0.1436,0,0,0,0,0,0.0166,0.0055,0,0.011,0,0,0,0.1326,0.0221,0.0166,0,0,0.0387,0.1271,0.0773,0,0,0,0,0,0.0442,0.0773,0.2265,0.0055,801,27000,37800
Delaware County Technical School-Practical Nursing Program,Broomall,PA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41,16500,47400
Delaware State University,Dover,DE,0.4374,0.0255,0.0018,0,0,0.08,0,0.0127,0,0.0582,0.0127,0,0.0055,0.0182,0,0.0236,0.0345,0,0.0491,0.0109,0,0,0.1073,0,0,0.0127,0,0.1036,0,0.0564,0.1182,0,0,0,0.0164,0.0273,0.0782,0.1345,0.0127,3654,28500,33600
Delaware Valley University,Doylestown,PA,0.7574,0.4597,0.0961,0.0078,0,0,0,0.0026,0,0.0286,0,0,0,0,0,0.0104,0,0,0.1558,0,0,0,0,0,0,0.0078,0,0.0182,0.0545,0,0,0,0,0,0,0,0,0.1584,0,1823,26551,39500
Delta State University,Cleveland,MS,0.9234,0,0,0,0,0.0114,0,0,0,0.2078,0,0,0.0023,0.0571,0,0.0205,0.0091,0,0.0913,0.0068,0,0.0479,0,0,0,0.0091,0,0.0228,0.032,0.0731,0.016,0,0,0,0.016,0.0571,0.1324,0.1804,0.0068,2778,22500,34100
Denison University,Granville,OH,0.5553,0,0.0347,0,0.0347,0.1137,0,0.0077,0,0.0424,0,0,0.0424,0,0,0.0713,0,0,0.1137,0.0135,0,0,0,0.0443,0,0.0366,0,0.0983,0,0,0.2466,0,0,0,0,0.0655,0,0,0.0347,2265,25000,49500
DePaul University,Chicago,IL,0.6988,0,0.0095,0.0029,0.0074,0.1367,0.0132,0.0519,0,0.0379,0,0,0.0077,0,0,0.0302,0.1134,0,0.0196,0.0082,0,0.0053,0,0.0098,0,0.0061,0,0.0715,0,0.0013,0.0959,0,0,0,0,0.0617,0.0207,0.2797,0.0093,15858,23500,50300
DePauw University,Greencastle,IN,0.566,0,0.0112,0,0,0.1477,0,0.0542,0,0.0131,0,0,0.0262,0,0,0.1103,0,0,0.1121,0.0206,0,0.0336,0.0411,0.0262,0,0.0187,0,0.0542,0,0,0.2187,0,0,0,0,0.0766,0,0,0.0355,2185,25000,47700
DeSales University,Center Valley,PA,0.7965,0,0,0,0,0.025,0,0.0196,0,0.025,0,0,0.0036,0,0.0036,0.0053,0.0053,0,0.0499,0.0089,0,0,0.0749,0.0071,0.0125,0.0089,0,0.0856,0.0695,0,0.0071,0,0,0,0,0.1105,0.2317,0.2299,0.016,2383,26500,47700
Dickinson College,Carlisle,PA,0.4809,0,0.0635,0,0.0806,0,0,0.0206,0,0,0,0,0.06,0,0.0154,0.06,0,0,0.1424,0.0172,0,0.0017,0,0.0257,0,0.0292,0,0.072,0,0.0172,0.2247,0,0,0,0,0.0326,0,0.1063,0.0309,2315,21000,53300
Dickinson State University,Dickinson,ND,0.6103,0.0681,0.0031,0,0,0.0155,0,0.0619,0,0.1641,0,0,0.0031,0,0,0.0062,0.0093,0,0.0186,0.0031,0,0.0681,0.0619,0,0,0.0062,0,0.0093,0,0,0.0279,0,0,0,0,0.0124,0.1269,0.3251,0.0093,1231,19500,38800
DigiPen Institute of Technology,Redmond,WA,0.6488,0,0,0,0,0,0.2727,0.5702,0,0,0.0331,0,0,0,0,0,0,0,0,0,0,0.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,31000,79400
Dillard University,New Orleans,LA,0.4059,0,0,0,0.0054,0.1183,0,0.0376,0,0,0,0,0,0,0,0.0323,0,0,0.0753,0.0108,0,0,0,0.0054,0,0.0538,0,0.0699,0,0,0.1774,0,0,0,0,0.043,0.2258,0.1344,0.0108,1200,35000,32800
DLP Conemaugh Memorial Medical Center,Johnstown,PA,0.9565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,242,16593,54000
Doane University-Arts & Sciences,Crete,NE,0.7935,0,0.0175,0,0,0.0526,0,0.0263,0,0.25,0,0,0.0219,0,0,0.0263,0.0044,0,0.1491,0.0132,0,0.0307,0.0044,0,0,0.0132,0,0.0921,0,0.0044,0.0658,0,0,0,0,0.1009,0,0.0965,0.0307,1064,22158.5,42900
Dominican College of Blauvelt,Orangeburg,NY,0.6281,0,0,0,0,0.043,0,0.0115,0,0.0831,0,0,0,0,0,0.0172,0.0201,0,0.0602,0.0057,0,0,0,0,0,0,0,0.0487,0.063,0.0458,0.1203,0,0,0,0,0,0.2951,0.1547,0.0315,1483,27000,49500
Dominican University,River Forest,IL,0.6067,0.0047,0.0047,0,0.0024,0.0354,0,0.0212,0,0.0118,0,0,0.0094,0.0307,0.0071,0.0354,0.0047,0,0.0448,0.0307,0,0.0873,0,0.0071,0.0071,0.0071,0,0.0896,0,0,0.1557,0,0,0,0,0.0755,0.1392,0.1698,0.0189,2149,25000,42600
Dominican University of California,San Rafael,CA,0.8092,0,0,0,0.0051,0.0564,0,0,0,0,0,0,0,0,0,0.0205,0.0872,0,0.1256,0,0,0.0128,0,0.0026,0,0.0103,0,0.1026,0,0,0.0205,0,0,0,0,0.0615,0.3154,0.1718,0.0077,1448,27000,51700
Dordt College,Sioux Center,IA,0.7299,0.089,0.0153,0,0,0.0245,0.0337,0.0123,0,0.1626,0.0798,0,0,0,0,0.0031,0.0276,0,0.0368,0,0,0,0.0675,0,0.0307,0.0031,0,0.0307,0.0276,0.0337,0.0061,0,0,0,0,0.046,0.0613,0.2055,0.0031,1343,23250,38100
Dowling College,Oakdale,NY,0.7836,0,0,0,0,0.0373,0,0.0093,0,0.2308,0,0,0.0023,0,0,0.021,0.0536,0,0.0256,0.007,0,0.0093,0.035,0.0023,0,0.0117,0,0.0979,0,0,0.0746,0,0,0,0.0932,0.0396,0,0.2401,0.0093,1281,25350,41700
Drake University,Des Moines,IA,0.6926,0,0.0202,0,0,0.0938,0,0.0214,0,0.0938,0,0,0,0,0.0273,0.0594,0.0024,0,0.0831,0.0083,0,0.0012,0,0.0059,0,0.0202,0,0.0356,0,0,0.0724,0,0,0,0,0.0808,0.0594,0.2933,0.0214,3290,24500,55700
Drew University,Madison,NJ,0.7017,0,0.0344,0,0.0229,0,0,0.0086,0,0,0,0,0.0516,0,0,0.063,0.0029,0,0.1519,0.0086,0,0,0,0.0401,0,0.0172,0,0.086,0,0,0.2693,0,0,0,0,0.1117,0,0.0888,0.043,1356,27000,50300
Drexel University,Philadelphia,PA,0.7601,0,0.0035,0.011,0,0.0195,0,0.0602,0.0044,0.0094,0.1776,0.0085,0,0,0.006,0.0094,0.0132,0,0.0513,0.0047,0,0.0117,0.0076,0.0003,0,0.0082,0,0.0249,0.0047,0,0.0189,0,0,0,0,0.1036,0.2463,0.1906,0.0044,16681,25500,62600
Drury University,Springfield,MO,0.7441,0,0.0173,0.0265,0,0.0265,0,0.0051,0,0.0744,0,0,0.0041,0,0.0173,0.0449,0.1193,0,0.0887,0.0153,0,0,0.0194,0.0041,0,0.0183,0,0.1244,0.1111,0.0173,0.0326,0,0,0,0,0.0449,0.0183,0.1448,0.0255,3790,23454,31700
Duke University,Durham,NC,0.1141,0,0.0159,0,0.0159,0,0,0.0286,0,0.0186,0.1405,0,0.0191,0,0,0.0276,0,0,0.1644,0.0281,0,0,0,0.0111,0,0.0281,0,0.0748,0,0.0933,0.1803,0,0,0,0,0.0276,0.0753,0,0.0509,6480,7500,76700
Dunwoody College of Technology,Minneapolis,MN,0.724,0,0,0.0126,0,0,0.0227,0.0732,0,0,0,0.2576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707,0.1818,0.2576,0,0.0303,0.0455,0.048,0,1069,16000,46600
Duquesne University,Pittsburgh,PA,0.7306,0,0.0046,0,0,0.0673,0,0.0201,0,0.0611,0,0,0.0031,0,0,0.0271,0.0387,0,0.0813,0.0116,0,0.0054,0,0.0077,0,0.0132,0,0.0488,0,0,0.0751,0,0,0,0,0.0341,0.2477,0.2353,0.0178,5969,27000,54600
Dutchess BOCES-Practical Nursing Program,Poughkeepsie,NY,0.4918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,155,9500,36500
Earlham College,Richmond,IN,0.6452,0,0.0456,0,0.0646,0,0,0.019,0,0,0,0,0.0722,0,0,0.0228,0,0,0.1673,0.0152,0,0.1141,0,0.0304,0,0.038,0,0.0837,0,0,0.1369,0,0,0,0,0.0684,0,0.0646,0.057,942,26840,33400
East Carolina University,Greenville,NC,0.7728,0,0,0.0027,0,0.0607,0,0.015,0,0.1201,0.0157,0.0537,0.0046,0.0341,0,0.0121,0.0063,0,0.0599,0.0031,0,0,0.043,0.0027,0,0.0138,0,0.0413,0.0413,0.0203,0.0541,0,0,0,0,0.0384,0.1675,0.1806,0.0089,21207,24360,39000
East Central University,Ada,OK,0.9719,0,0,0,0.0084,0.0223,0,0.0181,0,0.0891,0,0,0,0.0097,0.0153,0.039,0.0209,0,0.0487,0.0139,0,0.0056,0.0599,0,0,0.0111,0,0.0446,0.0571,0.1281,0.0418,0,0,0,0,0.0265,0.1518,0.1602,0.0279,3636,18010,34500
East Stroudsburg University of Pennsylvania,East Stroudsburg,PA,0.8146,0,0,0,0,0.0334,0.027,0.0191,0,0.136,0,0,0.008,0,0,0.0318,0,0,0.0764,0.0119,0,0.0191,0.1042,0.004,0,0.0127,0,0.0788,0.0342,0.008,0.0676,0,0,0,0,0.0247,0.1321,0.1472,0.0239,6125,24250,43000
East Tennessee State University,Johnson City,TN,0.9174,0,0,0,0.0017,0.0332,0.0159,0.0271,0,0.056,0,0.0302,0.0052,0.0207,0,0.0336,0.0741,0,0.0271,0.0069,0,0,0.0633,0.0052,0,0.0237,0,0.053,0.0379,0.0504,0.0327,0,0,0,0,0.0353,0.2357,0.1112,0.0198,11162,20000,34800
East Texas Baptist University,Marshall,TX,0.5599,0,0,0,0,0.0221,0,0,0,0.2099,0,0,0,0,0,0.0387,0.0055,0,0.0221,0.0166,0,0.1713,0.0442,0.0331,0.0331,0.0166,0,0.0497,0.0442,0,0.0276,0,0,0,0,0.0276,0.0939,0.1436,0,1183,26000,37100
Eastern Center for Arts and Technology,Willow Grove,PA,0.6154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,106,9500,50100
Eastern Connecticut State University,Willimantic,CT,0.631,0,0,0,0.0009,0.0892,0,0.0331,0,0.0653,0,0,0.0064,0,0,0.0653,0.1454,0,0.0414,0.0239,0,0,0.0534,0,0,0.0175,0,0.0957,0,0.0258,0.1076,0,0,0,0,0.0414,0,0.15,0.0377,4793,22500,43400
Eastern Illinois University,Charleston,IL,0.4976,0,0,0,0.0009,0.1062,0,0.0145,0,0.1328,0.0005,0.0136,0.0061,0.0814,0,0.0192,0.0884,0,0.0384,0.0094,0,0.0327,0.1094,0.0019,0,0.0112,0,0.0571,0,0,0.0692,0,0,0,0,0.0426,0.0323,0.1048,0.0276,7525,23250,39900
Eastern Kentucky University,Richmond,KY,0.7387,0.0109,0.0095,0,0,0.0354,0.0047,0.0036,0,0.1022,0.0004,0.0405,0.015,0.0179,0.0095,0.0142,0.1175,0,0.0288,0.0033,0,0.0062,0.0281,0.0018,0,0.0153,0,0.0485,0.1481,0.0241,0.0321,0,0,0,0.0084,0.0212,0.17,0.0711,0.0117,13323,23500,34100
Eastern Mennonite University,Harrisonburg,VA,0.6044,0,0.0129,0,0,0.0162,0,0.0097,0,0.0032,0,0,0.0097,0,0,0.0291,0.1036,0,0.0615,0.0065,0,0.0259,0.0097,0.0032,0.0453,0,0,0.0453,0,0.0291,0.0129,0,0,0,0,0.0227,0.4337,0.1003,0.0194,1198,21700,37500
Eastern Michigan University,Ypsilanti,MI,0.6887,0,0.0009,0.0015,0.0052,0.0514,0.0086,0.0083,0,0.1182,0.0012,0.0262,0.0086,0,0.0058,0.02,0,0,0.0326,0.0058,0,0.0566,0.0255,0.0025,0,0.0126,0,0.0677,0.0034,0.0594,0.0708,0,0,0,0.0095,0.0536,0.1311,0.1973,0.0154,17723,26000,37100
Eastern Nazarene College,Quincy,MA,0.5287,0,0.0156,0,0,0.0313,0,0,0,0.1953,0.0195,0,0,0,0,0.0352,0.0508,0,0.0625,0.0078,0,0,0.0039,0.0313,0.0117,0.0156,0,0.0469,0.0117,0.0273,0,0,0,0,0,0.0156,0.0078,0.3945,0.0156,1054,24362,44900
Eastern New Mexico University-Main Campus,Portales,NM,0.6306,0.0113,0.005,0,0,0.0378,0,0.0038,0,0.0932,0,0.0101,0.005,0.0063,0,0.0076,0.2796,0,0.0504,0.0113,0,0,0,0.0038,0,0.0063,0,0.0327,0.0554,0,0.0202,0,0,0,0.039,0.073,0.1285,0.1008,0.0189,3731,15750,29300
Eastern Oregon University,La Grande,OR,0.6418,0,0,0,0,0.0235,0,0.018,0,0.1229,0,0,0,0,0,0.0262,0.1616,0,0.0345,0.0221,0,0,0.0428,0.0097,0,0.0055,0,0.0456,0.0483,0,0.0456,0,0,0,0,0.0401,0,0.3343,0.0193,2997,22466,37200
Eastern Suffolk BOCES,Patchogue,NY,0.9596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,346,9500,46400
Eastern University,Saint Davids,PA,0.6218,0,0,0,0,0.0254,0,0,0,0.1463,0,0,0.0045,0,0,0.0269,0.2254,0,0.0254,0.009,0,0,0.0254,0.0075,0.109,0,0,0.0552,0,0.0224,0.0179,0,0,0,0,0.009,0.0881,0.194,0.009,2381,25872,41300
Eastern Washington University,Cheney,WA,0.7439,0,0.0051,0.0026,0.0055,0.0545,0.0204,0.0226,0,0.0818,0.0277,0.0234,0.0102,0.0256,0,0.02,0.003,0,0.0673,0.0034,0,0.0698,0.04,0.006,0,0.0102,0,0.0733,0,0.0405,0.0933,0,0,0,0,0.0234,0.0984,0.1623,0.0098,12402,20800,41000
Eastwick College-Hackensack,Hackensack,NJ,0.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8305,0.1695,0,375,12519,27300
Eastwick College-Nutley,Nutley,NJ,0.4614,0,0,0,0,0,0,0,0,0,0,0.1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1425,0,0,0,0.6787,0.0435,0,321,9500,33800
Eastwick College-Ramsey,Ramsey,NJ,0.3103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,865,15167,35100
Eckerd College,Saint Petersburg,FL,0.7274,0,0.0887,0,0.034,0.0358,0,0.0019,0,0,0,0,0.0038,0,0,0.0528,0.0038,0,0.1679,0.0075,0,0.0075,0.0019,0.0302,0,0.0132,0,0.1623,0,0,0.1264,0,0,0,0,0.0264,0.0019,0.217,0.017,2062,27000,40700
ECPI University,Virginia Beach,VA,0.7949,0,0,0,0,0,0,0.2215,0.0476,0,0,0.1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513,0,0,0,0,0,0,0,0.5076,0.0637,0,10258,20000,37000
Edgewood College,Madison,WI,0.7622,0,0,0,0,0.0519,0,0.0377,0,0.0991,0,0,0.0047,0,0,0.0142,0,0,0.0542,0.0047,0,0.0094,0,0.0047,0,0.0165,0,0.0849,0.0236,0,0.066,0,0,0,0,0.0354,0.2642,0.2217,0.0071,1863,26000,42000
Edinboro University of Pennsylvania,Edinboro,PA,0.993,0,0.0061,0,0,0.0722,0,0.0096,0,0.0983,0,0.0026,0.007,0,0,0.0261,0.0591,0,0.0209,0.0113,0,0,0.0565,0.0035,0,0.0183,0,0.06,0.0722,0.0478,0.0713,0,0,0,0,0.1557,0.107,0.0826,0.0122,5494,27000,34400
EDP Univeristy of Puerto Rico Inc-San Juan,San Juan,PR,0.7634,0,0,0,0,0,0.0046,0.1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1567,0.4608,0.2304,0,1462,9500,17900
Edward Waters College,Jacksonville,FL,0.5295,0,0,0,0,0.0755,0,0,0,0.0377,0,0,0,0,0,0,0.0755,0,0.1038,0,0,0,0,0,0,0,0,0.1132,0.3491,0,0,0,0,0,0,0.0189,0,0.2264,0,927,32550.5,23900
Elizabeth City State University,Elizabeth City,NC,0.49,0,0,0,0,0.0348,0,0.0246,0,0.123,0,0.0184,0,0,0,0.043,0,0,0.0963,0.0164,0,0,0.0287,0,0,0.0307,0,0.043,0.0902,0.0328,0.0963,0,0,0,0.0594,0.0594,0,0.1885,0.0143,1763,26000,29500
Elizabethtown College,Elizabethtown,PA,0.7082,0,0,0,0,0.0743,0,0.0264,0,0.0983,0.0456,0,0.0264,0,0,0.0552,0,0,0.1175,0.0312,0,0,0,0.0096,0,0.0168,0,0.0624,0,0.0647,0.0911,0,0,0,0,0.0312,0.1031,0.1295,0.0168,1754,27000,48000
Elmhurst College,Elmhurst,IL,0.6771,0,0,0,0,0.077,0.008,0.0279,0,0.0983,0,0,0.008,0,0,0.0465,0.0027,0,0.0452,0.0212,0,0.0093,0.0571,0.0093,0.0027,0.0186,0,0.1089,0.0305,0,0.0398,0,0,0,0,0.0478,0.1434,0.1766,0.0212,2773,22000,48400
Elmira College,Elmira,NY,0.8221,0,0.0032,0,0.0063,0,0,0,0,0.1873,0,0,0,0,0,0.0286,0.0286,0,0.0921,0.0127,0,0.0095,0,0.0095,0,0.019,0,0.1111,0.0603,0.0254,0.0857,0,0,0,0,0.0286,0.1143,0.1429,0.0349,1318,27000,42500
Elon University,Elon,NC,0.5393,0,0.0193,0,0,0.2035,0,0.0168,0,0.0463,0.0034,0,0.0008,0,0,0.0378,0.0025,0,0.0353,0.0143,0,0,0.0858,0.0067,0,0.0101,0,0.0698,0,0.0412,0.0959,0,0,0,0,0.058,0,0.2304,0.0219,5782,23951,46500
Embry-Riddle Aeronautical University-Daytona Beach,Daytona Beach,FL,0.7306,0,0,0,0,0.007,0,0.0012,0,0,0.3217,0.0221,0,0,0,0,0,0,0,0.0116,0,0.0151,0,0,0,0.0279,0,0.0348,0.0581,0,0,0,0.0708,0,0.3717,0,0,0.0581,0,4954,24411,61500
Embry-Riddle Aeronautical University-Prescott,Prescott,AZ,0.8016,0,0,0,0,0,0,0,0,0,0.2938,0,0,0,0,0,0,0,0,0,0,0.0094,0,0,0,0.0406,0,0,0,0,0.25,0,0,0,0.3344,0,0,0.0719,0,1971,24411,61500
Embry-Riddle Aeronautical University-Worldwide,Daytona Beach,FL,0.6876,0,0,0,0,0,0,0,0,0,0,0.0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0.0666,0,0.6859,0,0,0.2443,0,9625,24411,61500
Emerson College,Boston,MA,0.4918,0,0,0,0,0.3206,0.0077,0,0,0.0131,0,0,0,0,0,0.1827,0,0,0,0,0,0.0088,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2856,0.0219,0.1597,0,3757,24000,44900
Emmanuel College,Franklin Springs,GA,0.4912,0,0,0,0,0.0316,0,0,0,0.1076,0,0,0,0,0.0127,0.019,0.2658,0,0.0633,0,0,0,0.1646,0,0.1013,0,0,0.0886,0,0,0,0,0,0,0,0.019,0.0316,0.0696,0.0253,727,27000,31200
Emmanuel College,Boston,MA,0.693,0,0,0,0,0.0876,0,0,0,0.0235,0,0,0,0,0,0.0577,0.0278,0,0.1368,0.0171,0,0.0427,0,0.0021,0,0.0064,0,0.1752,0,0,0.0897,0,0,0,0,0.0342,0.094,0.1624,0.0427,1967,27000,45500
Emmaus Bible College,Dubuque,IA,0.3976,0,0,0,0,0,0,0.0494,0,0.1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7778,0,0,0.0247,0,0,0,0,0,0,0,0,0,0.0247,0,216,17000,31000
Emory & Henry College,Emory,VA,0.7172,0,0.0238,0,0.0119,0.0714,0,0,0,0.0893,0,0,0.006,0,0,0.0476,0,0,0.1071,0.0298,0,0,0.0655,0.0298,0,0.0298,0,0.0893,0,0.0179,0.1548,0,0,0,0,0.0655,0.0357,0.0952,0.0298,997,27000,38600
Emory University,Atlanta,GA,0.2682,0,0.0112,0,0.0133,0,0,0.0047,0,0.0056,0,0,0.0155,0,0,0.0215,0.1815,0,0.1497,0.0215,0,0.0323,0,0.0142,0,0.0275,0,0.0615,0,0,0.1776,0,0,0,0,0.0245,0.0753,0.1424,0.0202,7730,19000,59400
Emporia State University,Emporia,KS,0.7649,0,0,0,0,0.0407,0,0.0353,0,0.2307,0,0,0.0122,0,0,0.0299,0.0583,0,0.0353,0.0217,0,0.0041,0.0258,0,0,0.0163,0,0.0516,0.0271,0,0.0909,0,0,0,0,0.0529,0.118,0.1398,0.0095,3777,20848,35700
Endicott College,Beverly,MA,0.7315,0,0.015,0,0,0.0677,0,0.0045,0,0.1068,0,0,0,0,0,0.0286,0.0436,0,0.0331,0,0,0,0.1293,0,0,0,0,0.0722,0.0331,0.0015,0.006,0,0,0,0,0.0842,0.1053,0.2647,0.0045,2781,27000,46900
Erskine College,Due West,SC,0.6057,0,0,0,0,0,0,0,0,0.0865,0,0,0,0,0,0.0288,0,0,0.2019,0.0288,0,0,0.0769,0.0481,0,0.0481,0,0.0577,0,0,0.0673,0,0,0,0,0.0481,0.0769,0.1923,0.0385,587,27000,37600
Eureka College,Eureka,IL,0.6448,0,0.0119,0,0,0.0655,0,0.006,0,0.1548,0,0,0,0,0,0.0536,0,0,0.0655,0.0417,0,0,0.0893,0.0119,0,0.0179,0,0.0595,0.0833,0,0.0298,0,0,0,0,0.0417,0,0.1905,0.0774,652,25375,35500
Evangel University,Springfield,MO,0.6453,0,0.0023,0,0,0.0958,0.0093,0.0117,0,0.1472,0.0023,0,0.0023,0,0,0.0117,0.0047,0,0.0444,0.0164,0,0,0.0397,0.0421,0.0187,0.0023,0,0.0654,0.035,0.0771,0.0467,0,0,0,0,0.0491,0.021,0.2477,0.007,1788,22062,34700
Everglades University,Boca Raton,FL,0.8588,0,0.0411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103,0,0,0,0,0.2158,0,0.4932,0.2397,0,1284,44150,40400
Fairfield University,Fairfield,CT,0.7153,0,0,0,0.0022,0.1123,0,0.0022,0,0.0011,0.0356,0,0.0056,0,0,0.0701,0.02,0,0.0578,0.0133,0,0.0022,0,0.0044,0,0.0067,0,0.0712,0,0,0.1379,0,0,0,0,0.0334,0.139,0.2681,0.0167,3841,26852.5,68500
Fairleigh Dickinson University-College at Florham,Madison,NJ,0.8075,0,0,0,0,0.0938,0,0.0085,0,0,0,0,0.0043,0,0,0.0448,0.0597,0,0.0618,0.0277,0,0.0128,0,0.0021,0,0.0128,0,0.1173,0,0,0.0874,0,0,0,0,0.1407,0.0085,0.2921,0.0256,2359,26250,47500
Fairleigh Dickinson University-Metropolitan Campus,Teaneck,NJ,0.8011,0,0,0,0,0.0176,0,0.0099,0,0,0.0088,0.0198,0,0,0,0.0252,0.5214,0,0.0187,0.0022,0,0.034,0,0,0,0.0044,0,0.0724,0.0472,0,0.0066,0,0,0,0,0.0033,0.0999,0.0922,0.0165,3870,26250,47500
Fairmont State University,Fairmont,WV,0.6651,0,0,0,0,0.0097,0.0167,0.0111,0,0.0806,0,0.1069,0.0056,0.0264,0,0.0069,0.0861,0,0.0097,0.0042,0,0,0.0472,0,0,0.0083,0,0.0583,0.0958,0,0.0444,0,0,0,0,0.0236,0.2278,0.1125,0.0181,3699,22529.5,33400
Faith Baptist Bible College and Theological Seminary,Ankeny,IA,0.6733,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5667,0,0,0,0,0,0,0,0,0,0,0.0167,0,0.2167,0,232,17500,29800
Farmingdale State College,Farmingdale,NY,0.4665,0.0135,0,0,0,0.0405,0,0.0462,0,0,0,0.1143,0,0,0,0,0.1259,0,0.0475,0.0064,0,0.0732,0.0135,0,0,0,0,0.0161,0.0861,0,0.0051,0,0,0,0.0257,0.027,0.1297,0.2293,0,7768,15958.5,46600
Fashion Institute of Design & Merchandising-Los Angeles,Los Angeles,CA,0.5178,0,0,0,0,0,0,0,0,0,0,0,0,0.0371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4481,0,0.5148,0,3142,12000,35400
Fashion Institute of Design & Merchandising-Orange County,Irvine,CA,0.6604,0,0,0,0,0,0,0,0,0,0,0,0,0.0371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4481,0,0.5148,0,156,12000,35400
Fashion Institute of Design & Merchandising-San Diego,San Diego,CA,0.5867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,142,12000,35400
Fashion Institute of Design & Merchandising-San Francisco,San Francisco,CA,0.5388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3993,0,0.6007,0,527,12000,35400
Fashion Institute of Technology,New York,NY,0.4428,0,0,0,0,0.158,0.007,0,0,0,0,0,0,0.0381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4117,0,0.3852,0,8260,20000,45200
Fayetteville State University,Fayetteville,NC,0.5032,0,0,0,0,0.0363,0,0.0124,0,0.1109,0,0,0.0021,0,0,0.0187,0.0404,0,0.0363,0.0124,0,0,0,0,0,0.0135,0,0.1295,0.1741,0.0176,0.086,0,0,0,0,0.0259,0.086,0.1813,0.0166,4862,21278,30500
Felician University,Lodi,NJ,0.8416,0,0,0,0,0.0067,0,0.0112,0,0.0629,0,0,0,0,0,0.0247,0.009,0,0.0697,0.0022,0,0.0674,0,0.0045,0,0,0,0.0607,0.0472,0,0.0112,0,0,0,0,0.0247,0.4764,0.1146,0.0067,1629,25000,40300
Ferris State University,Big Rapids,MI,0.7842,0.0006,0,0,0,0.0111,0.0299,0.0207,0.0069,0.0314,0.0114,0.1398,0,0.012,0.0033,0.0072,0.0204,0,0.032,0.0042,0,0.0168,0.0048,0,0,0.0036,0.0033,0.0084,0.123,0.0168,0.0012,0,0.0383,0.018,0,0.0772,0.1969,0.1595,0.0015,12632,24425.5,41500
